CabName,UnitType,ID,Lat,Lon,Route,Milepost,direction,UnitName,isHOV,isMetered,isDuplicate,isReversible,isAuxillary,isCollector
005es00088,"station   ",14712,47.615682170,-122.329174100,005,0.88000,S,005es00088:_MS_Stn,0,0,0,0,0,0
005es00088,"station   ",14747,47.615682170,-122.329174100,005,0.88000,N,005es00088:UMN_Stn,0,0,0,0,0,0
005es00088,"station   ",14655,47.615682170,-122.329174100,005,0.88000,S,005es00088:UMS_Stn,0,0,0,0,0,0
005es00141,"main      ",14253,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN___1,0,0,0,0,0,0
005es00141,"main      ",14088,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN___2,0,0,0,0,0,0
005es00141,"main      ",14458,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN___3,0,0,0,0,0,0
005es00141,"main      ",13966,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN___4,0,0,0,0,0,0
005es00141,"trap      ",14997,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN__T1,0,0,0,0,0,0
005es00141,"trap      ",15256,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN__T2,0,0,0,0,0,0
005es00141,"trap      ",15333,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN__T3,0,0,0,0,0,0
005es00141,"trap      ",15240,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN__T4,0,0,0,0,0,0
005es00141,"station   ",14820,47.622847400,-122.328635000,005,1.41000,N,005es00141:_MN_Stn,0,0,0,0,0,0
005es00141,"main      ",14016,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS___1,0,0,0,0,0,0
005es00141,"main      ",14216,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS___2,0,0,0,0,0,0
005es00141,"main      ",14217,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS___3,0,0,0,0,0,0
005es00141,"main      ",14389,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS___4,0,0,0,0,0,0
005es00141,"trap      ",15402,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS__T1,0,0,0,0,0,0
005es00141,"trap      ",15231,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS__T2,0,0,0,0,0,0
005es00141,"trap      ",14923,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS__T3,0,0,0,0,0,0
005es00141,"trap      ",15098,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS__T4,0,0,0,0,0,0
005es00141,"station   ",14708,47.622847400,-122.328635000,005,1.41000,S,005es00141:_MS_Stn,0,0,0,0,0,0
005es00182,"main      ",14118,45.642140450,-122.661989200,005,1.82000,N,005es00182:_MN___1,0,0,0,0,0,0
005es00182,"main      ",14572,45.642140450,-122.661989200,005,1.82000,N,005es00182:_MN___2,0,0,0,0,0,0
005es00182,"main      ",14605,45.642140450,-122.661989200,005,1.82000,N,005es00182:_MN___3,0,0,0,0,0,0
005es00182,"station   ",14819,45.642140450,-122.661989200,005,1.82000,N,005es00182:_MN_Stn,0,0,0,0,0,0
005es00182,"main      ",14316,45.642140450,-122.661989200,005,1.82000,S,005es00182:_MS___1,0,0,0,0,0,0
005es00182,"main      ",14128,45.642140450,-122.661989200,005,1.82000,S,005es00182:_MS___2,0,0,0,0,0,0
005es00182,"main      ",14418,45.642140450,-122.661989200,005,1.82000,S,005es00182:_MS___3,0,0,0,0,0,0
005es00182,"main      ",14178,45.642140450,-122.661989200,005,1.82000,S,005es00182:_MS___4,0,0,0,0,0,0
005es00182,"station   ",14715,45.642140450,-122.661989200,005,1.82000,S,005es00182:_MS_Stn,0,0,0,0,0,0
