date,Minimum Temperature,Mean Temperature,Maximum Temperature,Mean Sea Level Pressure,Mean Dew Point,Total Precipitation,Visibility,Snow Depth,Mean Wind Speed,Maximum Sustained Wind Speed,Maximum Wind Gust
2019-02-04,25.0 F,29.6 F,43.0 F,29.55 IN,24.2 F,0.17 IN,3.7 MI,No data.,6.90 MPH,11.39 MPH,24.17 MPH
2019-02-05,16.0 F,25.7 F,35.1 F,29.83 IN,16.0 F,0.06 IN,10.0 MI,No data.,5.18 MPH,9.21 MPH,17.26 MPH
2019-02-06,16.0 F,26.8 F,37.0 F,30.18 IN,18.5 F,0.00 IN,9.9 MI,No data.,1.73 MPH,5.87 MPH,No data.
2019-02-07,18.0 F,29.0 F,39.9 F,30.36 IN,20.5 F,0.00 IN,10.0 MI,No data.,1.61 MPH,5.87 MPH,No data.
2019-02-08,19.0 F,33.1 F,39.9 F,30.16 IN,26.0 F,0.00 IN,8.4 MI,No data.,4.49 MPH,9.21 MPH,No data.
2019-02-09,30.0 F,31.6 F,37.0 F,29.70 IN,27.5 F,0.59 IN,3.1 MI,No data.,4.26 MPH,13.81 MPH,No data.
2019-02-10,14.0 F,26.2 F,35.1 F,29.83 IN,19.5 F,0.03 IN,9.6 MI,No data.,5.18 MPH,21.86 MPH,28.88 MPH
2019-02-11,30.0 F,32.8 F,36.0 F,29.70 IN,28.4 F,0.11 IN,6.0 MI,No data.,4.72 MPH,19.68 MPH,28.88 MPH
2019-02-12,30.0 F,34.0 F,39.0 F,29.69 IN,31.8 F,1.09 IN,5.0 MI,No data.,7.36 MPH,10.24 MPH,No data.
2019-02-13,33.1 F,37.4 F,39.9 F,29.65 IN,33.3 F,0.32 IN,9.5 MI,No data.,4.72 MPH,11.39 MPH,19.68 MPH
2019-02-14,27.0 F,36.9 F,43.0 F,29.38 IN,29.2 F,0.00 IN,9.7 MI,No data.,3.11 MPH,11.39 MPH,17.26 MPH
2019-02-15,27.0 F,40.1 F,46.0 F,29.46 IN,34.7 F,0.15 IN,9.8 MI,No data.,5.29 MPH,13.81 MPH,17.26 MPH
2019-02-16,33.1 F,38.8 F,46.9 F,29.77 IN,34.8 F,0.01 IN,8.5 MI,No data.,3.11 MPH,9.21 MPH,No data.
2019-02-17,32.0 F,37.9 F,44.1 F,30.06 IN,33.9 F,0.27 IN,8.9 MI,No data.,2.53 MPH,8.06 MPH,No data.
2019-02-18,32.0 F,37.5 F,45.0 F,30.35 IN,33.2 F,0.00 IN,8.5 MI,No data.,4.60 MPH,8.06 MPH,No data.
2019-02-19,34.0 F,40.3 F,44.1 F,30.24 IN,35.6 F,0.09 IN,10.0 MI,No data.,4.72 MPH,8.06 MPH,No data.
2019-02-20,37.0 F,40.4 F,44.1 F,29.87 IN,34.5 F,0.23 IN,9.3 MI,No data.,3.11 MPH,10.24 MPH,17.26 MPH
2019-02-21,28.9 F,39.8 F,46.9 F,30.06 IN,29.8 F,0.01 IN,9.8 MI,No data.,4.26 MPH,8.06 MPH,No data.
2019-02-22,28.9 F,38.4 F,46.9 F,30.03 IN,29.2 F,0.00 IN,9.8 MI,No data.,8.06 MPH,17.26 MPH,24.17 MPH
2019-02-23,34.0 F,40.5 F,46.0 F,30.06 IN,34.0 F,0.13 IN,9.8 MI,No data.,7.25 MPH,10.24 MPH,No data.
2019-02-24,36.0 F,40.2 F,46.0 F,29.99 IN,33.1 F,0.12 IN,9.8 MI,No data.,3.34 MPH,6.90 MPH,No data.
2019-02-25,30.0 F,38.5 F,44.1 F,29.87 IN,25.8 F,0.00 IN,10.0 MI,No data.,3.91 MPH,13.81 MPH,24.17 MPH
2019-02-26,27.0 F,37.7 F,45.0 F,30.01 IN,18.4 F,0.00 IN,10.0 MI,No data.,5.52 MPH,18.30 MPH,27.73 MPH
2019-02-27,27.0 F,37.3 F,45.0 F,29.92 IN,13.0 F,0.00 IN,10.0 MI,No data.,4.60 MPH,16.11 MPH,21.86 MPH
2019-02-28,27.0 F,37.8 F,48.9 F,30.07 IN,24.6 F,0.00 IN,10.0 MI,No data.,3.68 MPH,9.21 MPH,No data.
2019-03-01,27.0 F,42.4 F,50.0 F,30.13 IN,28.7 F,0.00 IN,9.7 MI,No data.,2.76 MPH,10.24 MPH,No data.
2019-03-02,32.0 F,42.4 F,51.1 F,30.14 IN,28.5 F,0.00 IN,10.0 MI,No data.,4.37 MPH,13.81 MPH,20.83 MPH
2019-03-03,27.0 F,38.7 F,51.1 F,30.24 IN,18.5 F,0.00 IN,10.0 MI,No data.,2.53 MPH,10.24 MPH,17.26 MPH
2019-03-04,23.0 F,35.8 F,48.0 F,30.26 IN,7.9 F,0.00 IN,10.0 MI,No data.,3.22 MPH,11.39 MPH,No data.
2019-03-05,23.0 F,37.7 F,48.0 F,30.12 IN,12.0 F,0.00 IN,10.0 MI,No data.,3.68 MPH,12.77 MPH,No data.
2019-03-06,26.1 F,39.4 F,48.0 F,29.73 IN,25.9 F,0.00 IN,9.6 MI,No data.,3.91 MPH,9.21 MPH,No data.
2019-03-07,32.0 F,37.3 F,46.0 F,29.85 IN,32.4 F,0.10 IN,8.0 MI,No data.,6.79 MPH,9.21 MPH,No data.
2019-03-08,32.0 F,37.6 F,46.0 F,29.99 IN,32.2 F,0.15 IN,9.0 MI,No data.,6.10 MPH,11.39 MPH,No data.
2019-03-09,27.0 F,35.9 F,46.9 F,30.02 IN,29.5 F,0.07 IN,8.0 MI,No data.,2.65 MPH,9.21 MPH,No data.
2019-03-10,26.1 F,39.7 F,53.1 F,30.16 IN,27.6 F,0.00 IN,10.0 MI,No data.,3.34 MPH,8.06 MPH,No data.
2019-03-11,26.1 F,41.3 F,53.1 F,30.16 IN,25.3 F,0.00 IN,10.0 MI,No data.,4.83 MPH,10.24 MPH,18.30 MPH
2019-03-12,30.0 F,42.1 F,51.1 F,29.87 IN,36.3 F,0.67 IN,8.7 MI,No data.,4.83 MPH,11.39 MPH,18.30 MPH
2019-03-13,35.1 F,42.5 F,52.0 F,30.18 IN,34.8 F,0.10 IN,10.0 MI,No data.,4.95 MPH,8.06 MPH,No data.
2019-03-14,34.0 F,45.8 F,55.9 F,30.39 IN,32.6 F,0.00 IN,10.0 MI,No data.,4.95 MPH,9.21 MPH,No data.
2019-03-15,39.0 F,49.8 F,60.1 F,30.36 IN,35.3 F,0.00 IN,10.0 MI,No data.,2.65 MPH,9.21 MPH,No data.
2019-03-16,39.0 F,50.0 F,60.1 F,30.27 IN,37.0 F,0.00 IN,10.0 MI,No data.,2.07 MPH,5.87 MPH,No data.
2019-03-17,42.1 F,51.4 F,62.1 F,30.29 IN,38.9 F,0.00 IN,10.0 MI,No data.,3.22 MPH,10.24 MPH,No data.
2019-03-18,39.9 F,54.4 F,72.0 F,30.20 IN,37.4 F,0.00 IN,10.0 MI,No data.,3.68 MPH,9.21 MPH,No data.
2019-03-19,39.9 F,62.3 F,79.0 F,30.06 IN,26.5 F,0.00 IN,10.0 MI,No data.,7.02 MPH,18.30 MPH,28.88 MPH
2019-03-20,43.0 F,65.4 F,80.1 F,29.90 IN,26.5 F,0.00 IN,10.0 MI,No data.,6.79 MPH,20.83 MPH,28.88 MPH
2019-03-21,46.0 F,55.5 F,75.0 F,30.02 IN,37.1 F,0.00 IN,10.0 MI,No data.,8.75 MPH,13.81 MPH,21.86 MPH
2019-03-22,45.0 F,53.9 F,66.0 F,29.97 IN,42.4 F,0.00 IN,10.0 MI,No data.,5.06 MPH,16.11 MPH,27.73 MPH
2019-03-23,43.0 F,51.7 F,66.0 F,30.11 IN,42.5 F,0.01 IN,10.0 MI,No data.,4.14 MPH,10.24 MPH,18.30 MPH
2019-03-24,43.0 F,51.5 F,60.1 F,30.19 IN,39.8 F,0.00 IN,10.0 MI,No data.,0.69 MPH,5.87 MPH,No data.
2019-03-25,45.0 F,52.8 F,57.9 F,29.98 IN,40.4 F,0.00 IN,10.0 MI,No data.,6.33 MPH,10.24 MPH,17.26 MPH
2019-03-26,45.0 F,51.0 F,57.9 F,30.06 IN,38.6 F,0.20 IN,9.3 MI,No data.,5.75 MPH,11.39 MPH,18.30 MPH
2019-03-27,42.1 F,50.5 F,60.1 F,29.93 IN,33.6 F,0.04 IN,10.0 MI,No data.,5.29 MPH,11.39 MPH,19.68 MPH
2019-03-28,42.1 F,53.3 F,64.0 F,30.05 IN,35.9 F,0.00 IN,10.0 MI,No data.,4.03 MPH,13.81 MPH,20.83 MPH
2019-03-29,42.1 F,53.2 F,64.0 F,30.25 IN,37.3 F,0.00 IN,10.0 MI,No data.,2.53 MPH,6.90 MPH,No data.
2019-03-30,41.0 F,53.1 F,64.9 F,30.39 IN,38.5 F,0.00 IN,10.0 MI,No data.,4.49 MPH,9.21 MPH,No data.
2019-03-31,41.0 F,54.3 F,66.0 F,30.26 IN,39.2 F,0.00 IN,10.0 MI,No data.,3.22 MPH,9.21 MPH,No data.
2019-04-01,43.0 F,55.9 F,66.0 F,30.06 IN,38.8 F,0.00 IN,10.0 MI,No data.,3.45 MPH,9.21 MPH,No data.
2019-04-02,46.9 F,59.0 F,68.0 F,29.83 IN,37.2 F,0.00 IN,10.0 MI,No data.,3.11 MPH,9.21 MPH,No data.
2019-04-03,50.0 F,56.6 F,66.9 F,29.81 IN,44.6 F,0.00 IN,10.0 MI,No data.,8.63 MPH,16.11 MPH,33.26 MPH
2019-04-04,43.0 F,52.5 F,64.9 F,29.97 IN,38.6 F,0.01 IN,10.0 MI,No data.,5.75 MPH,10.24 MPH,21.86 MPH
2019-04-05,43.0 F,54.2 F,64.9 F,29.73 IN,46.3 F,0.17 IN,8.8 MI,No data.,6.44 MPH,20.83 MPH,28.88 MPH
2019-04-06,44.1 F,49.6 F,57.9 F,29.77 IN,40.1 F,0.31 IN,9.8 MI,No data.,8.40 MPH,16.11 MPH,29.92 MPH
2019-04-07,44.1 F,49.5 F,57.9 F,29.91 IN,41.5 F,0.45 IN,9.3 MI,No data.,4.26 MPH,10.24 MPH,17.26 MPH
2019-04-08,45.0 F,52.4 F,62.1 F,30.00 IN,44.1 F,0.23 IN,9.2 MI,No data.,2.07 MPH,6.90 MPH,No data.
2019-04-09,46.9 F,52.0 F,62.1 F,30.07 IN,44.9 F,0.21 IN,9.0 MI,No data.,4.26 MPH,8.06 MPH,No data.
2019-04-10,46.9 F,49.9 F,57.9 F,30.32 IN,40.2 F,0.05 IN,10.0 MI,No data.,9.67 MPH,16.11 MPH,26.35 MPH
2019-04-11,46.0 F,49.7 F,55.9 F,30.11 IN,44.7 F,0.33 IN,7.5 MI,No data.,5.87 MPH,12.77 MPH,21.86 MPH
2019-04-12,46.0 F,51.8 F,59.0 F,30.01 IN,44.7 F,0.50 IN,7.9 MI,No data.,5.06 MPH,11.39 MPH,17.26 MPH
2019-04-13,46.0 F,50.0 F,59.0 F,29.97 IN,41.3 F,0.01 IN,9.8 MI,No data.,8.63 MPH,16.11 MPH,25.32 MPH
2019-04-14,44.1 F,47.7 F,52.0 F,29.92 IN,37.3 F,0.05 IN,10.0 MI,No data.,8.86 MPH,16.11 MPH,24.17 MPH
2019-04-15,43.0 F,47.7 F,55.9 F,29.85 IN,36.6 F,0.01 IN,10.0 MI,No data.,6.79 MPH,11.39 MPH,No data.
2019-04-16,43.0 F,51.2 F,57.0 F,29.89 IN,40.9 F,0.00 IN,9.7 MI,No data.,5.18 MPH,10.24 MPH,16.11 MPH
2019-04-17,45.0 F,53.1 F,63.0 F,30.21 IN,44.9 F,0.14 IN,9.7 MI,No data.,10.36 MPH,18.30 MPH,23.02 MPH
2019-04-18,48.9 F,58.2 F,64.0 F,30.24 IN,46.3 F,0.00 IN,10.0 MI,No data.,5.29 MPH,10.24 MPH,No data.
2019-04-19,53.1 F,56.3 F,64.0 F,30.02 IN,50.7 F,0.10 IN,9.6 MI,No data.,6.90 MPH,11.39 MPH,No data.
2019-04-20,45.0 F,52.3 F,60.1 F,30.01 IN,44.7 F,0.21 IN,9.7 MI,No data.,2.42 MPH,6.90 MPH,No data.
2019-04-21,45.0 F,53.2 F,61.0 F,30.22 IN,42.5 F,0.00 IN,10.0 MI,No data.,5.18 MPH,9.21 MPH,17.26 MPH
2019-04-22,44.1 F,52.1 F,61.0 F,30.28 IN,41.1 F,0.00 IN,9.5 MI,No data.,6.44 MPH,11.39 MPH,No data.
2019-04-23,44.1 F,55.3 F,63.0 F,30.19 IN,47.9 F,0.13 IN,9.5 MI,No data.,7.83 MPH,12.77 MPH,No data.
2019-04-24,46.9 F,52.7 F,63.0 F,30.29 IN,38.8 F,0.00 IN,10.0 MI,No data.,3.22 MPH,10.24 MPH,No data.
2019-04-25,43.0 F,52.4 F,61.0 F,30.22 IN,37.1 F,0.00 IN,10.0 MI,No data.,4.95 MPH,12.77 MPH,17.26 MPH
2019-04-26,43.0 F,54.7 F,64.0 F,30.12 IN,40.0 F,0.00 IN,10.0 MI,No data.,3.91 MPH,11.39 MPH,19.68 MPH
2019-04-27,46.0 F,51.1 F,64.0 F,30.16 IN,35.8 F,0.00 IN,10.0 MI,No data.,6.79 MPH,10.24 MPH,19.68 MPH
2019-04-28,36.0 F,48.9 F,60.1 F,30.25 IN,32.8 F,0.00 IN,10.0 MI,No data.,4.95 MPH,11.39 MPH,19.68 MPH
2019-04-29,36.0 F,54.7 F,64.9 F,30.15 IN,34.3 F,0.00 IN,10.0 MI,No data.,5.29 MPH,12.77 MPH,25.32 MPH
2019-04-30,41.0 F,54.7 F,66.9 F,30.10 IN,31.6 F,0.00 IN,10.0 MI,No data.,4.03 MPH,12.77 MPH,20.83 MPH
2019-05-01,41.0 F,55.0 F,66.9 F,30.05 IN,28.9 F,0.00 IN,10.0 MI,No data.,6.44 MPH,12.77 MPH,20.83 MPH
2019-05-02,42.1 F,52.6 F,64.0 F,30.11 IN,36.9 F,0.00 IN,10.0 MI,No data.,8.17 MPH,11.39 MPH,19.68 MPH
2019-05-03,46.0 F,53.6 F,62.1 F,30.14 IN,40.9 F,0.00 IN,10.0 MI,No data.,3.68 MPH,8.06 MPH,18.30 MPH
2019-05-04,46.0 F,56.7 F,66.9 F,30.03 IN,42.6 F,0.00 IN,10.0 MI,No data.,3.80 MPH,10.24 MPH,16.11 MPH
2019-05-05,46.0 F,59.0 F,68.0 F,29.91 IN,43.6 F,0.00 IN,10.0 MI,No data.,3.22 MPH,10.24 MPH,19.68 MPH
2019-05-06,46.0 F,61.1 F,73.0 F,29.95 IN,44.7 F,0.00 IN,10.0 MI,No data.,4.26 MPH,10.24 MPH,17.26 MPH
2019-05-07,46.9 F,63.3 F,73.9 F,30.03 IN,43.9 F,0.00 IN,10.0 MI,No data.,2.99 MPH,8.06 MPH,No data.
2019-05-08,50.0 F,62.3 F,73.0 F,30.15 IN,44.9 F,0.00 IN,10.0 MI,No data.,4.72 MPH,10.24 MPH,No data.
2019-05-09,50.0 F,67.5 F,82.0 F,30.05 IN,44.9 F,0.00 IN,10.0 MI,No data.,5.52 MPH,12.77 MPH,18.30 MPH
2019-05-10,54.0 F,68.9 F,84.0 F,29.91 IN,42.9 F,0.00 IN,10.0 MI,No data.,2.99 MPH,9.21 MPH,No data.
2019-05-11,54.0 F,70.9 F,84.0 F,29.85 IN,45.5 F,0.00 IN,10.0 MI,No data.,2.88 MPH,10.24 MPH,No data.
2019-05-12,53.1 F,58.5 F,82.9 F,29.93 IN,47.1 F,0.00 IN,10.0 MI,No data.,6.10 MPH,10.24 MPH,No data.
2019-05-13,48.9 F,57.1 F,66.9 F,29.96 IN,43.0 F,0.00 IN,10.0 MI,No data.,4.60 MPH,9.21 MPH,No data.
2019-05-14,48.9 F,57.2 F,66.9 F,29.93 IN,46.8 F,0.00 IN,9.6 MI,No data.,6.56 MPH,14.96 MPH,No data.
2019-05-15,53.1 F,58.1 F,66.9 F,29.88 IN,48.1 F,0.05 IN,10.0 MI,No data.,5.75 MPH,11.39 MPH,17.26 MPH
2019-05-16,54.0 F,58.3 F,63.0 F,29.58 IN,52.7 F,0.03 IN,8.6 MI,No data.,2.42 MPH,6.90 MPH,No data.
2019-05-17,53.1 F,57.9 F,64.0 F,29.76 IN,47.5 F,0.26 IN,9.8 MI,No data.,8.63 MPH,14.96 MPH,23.02 MPH
2019-05-18,53.1 F,59.7 F,70.0 F,29.86 IN,43.3 F,0.05 IN,10.0 MI,No data.,4.49 MPH,11.39 MPH,16.11 MPH
2019-05-19,51.1 F,62.7 F,71.1 F,29.69 IN,45.1 F,0.00 IN,10.0 MI,No data.,3.80 MPH,8.06 MPH,No data.
2019-05-20,55.0 F,58.7 F,71.1 F,29.77 IN,48.6 F,0.00 IN,10.0 MI,No data.,6.10 MPH,13.81 MPH,No data.
2019-05-21,51.1 F,54.8 F,62.1 F,29.74 IN,46.8 F,0.00 IN,10.0 MI,No data.,3.80 MPH,9.21 MPH,No data.
2019-05-22,51.1 F,60.6 F,73.9 F,29.93 IN,48.9 F,0.00 IN,10.0 MI,No data.,4.14 MPH,11.39 MPH,No data.
2019-05-23,51.1 F,65.0 F,78.1 F,30.00 IN,50.9 F,0.00 IN,9.3 MI,No data.,3.68 MPH,8.06 MPH,No data.
2019-05-24,53.1 F,60.1 F,78.1 F,29.89 IN,48.7 F,0.00 IN,9.7 MI,No data.,8.75 MPH,14.96 MPH,21.86 MPH
2019-05-25,53.1 F,54.8 F,61.0 F,29.94 IN,46.1 F,0.00 IN,9.5 MI,No data.,6.79 MPH,13.81 MPH,No data.
2019-05-26,53.1 F,57.3 F,70.0 F,29.88 IN,49.3 F,0.23 IN,10.0 MI,No data.,4.60 MPH,6.90 MPH,No data.
2019-05-27,54.0 F,65.1 F,78.1 F,29.92 IN,51.7 F,0.00 IN,10.0 MI,No data.,3.57 MPH,8.06 MPH,No data.
2019-05-28,54.0 F,60.8 F,78.1 F,30.07 IN,49.4 F,0.00 IN,10.0 MI,No data.,7.94 MPH,13.81 MPH,18.30 MPH
2019-05-29,54.0 F,60.4 F,71.1 F,30.04 IN,49.5 F,0.00 IN,10.0 MI,No data.,4.37 MPH,9.21 MPH,No data.
2019-05-30,54.0 F,62.2 F,75.9 F,29.98 IN,51.1 F,0.00 IN,9.2 MI,No data.,2.65 MPH,5.87 MPH,No data.
2019-05-31,55.0 F,64.1 F,75.9 F,30.05 IN,52.3 F,0.00 IN,8.3 MI,No data.,2.53 MPH,5.87 MPH,No data.
2019-06-01,51.1 F,62.5 F,77.0 F,30.01 IN,51.8 F,0.00 IN,8.5 MI,No data.,3.57 MPH,5.87 MPH,No data.
2019-06-02,51.1 F,65.5 F,75.0 F,29.93 IN,50.6 F,0.00 IN,10.0 MI,No data.,4.26 MPH,10.24 MPH,17.26 MPH
2019-06-03,54.0 F,60.8 F,75.0 F,30.03 IN,46.3 F,0.00 IN,10.0 MI,No data.,4.49 MPH,9.21 MPH,No data.
2019-06-04,45.0 F,60.5 F,73.9 F,30.14 IN,42.4 F,0.00 IN,10.0 MI,No data.,4.37 MPH,11.39 MPH,19.68 MPH
2019-06-05,51.1 F,60.7 F,73.9 F,30.03 IN,42.6 F,0.00 IN,10.0 MI,No data.,6.90 MPH,13.81 MPH,18.30 MPH
2019-06-06,50.0 F,57.0 F,66.9 F,29.99 IN,43.0 F,0.00 IN,9.9 MI,No data.,8.52 MPH,15.65 MPH,37.98 MPH
2019-06-07,50.0 F,55.6 F,64.9 F,30.03 IN,42.8 F,0.00 IN,10.0 MI,No data.,8.75 MPH,13.81 MPH,25.32 MPH
2019-06-08,51.1 F,56.4 F,68.0 F,30.30 IN,45.7 F,0.00 IN,9.8 MI,No data.,6.79 MPH,10.24 MPH,No data.
2019-06-09,51.1 F,61.4 F,73.0 F,30.38 IN,44.4 F,0.00 IN,10.0 MI,No data.,4.83 MPH,11.39 MPH,17.26 MPH
2019-06-10,51.1 F,64.7 F,78.1 F,30.31 IN,43.6 F,0.00 IN,10.0 MI,No data.,4.95 MPH,11.39 MPH,17.26 MPH
2019-06-11,55.0 F,69.7 F,82.0 F,30.24 IN,52.5 F,0.00 IN,10.0 MI,No data.,5.06 MPH,11.39 MPH,19.68 MPH
2019-06-12,60.1 F,76.8 F,93.9 F,29.98 IN,52.5 F,0.00 IN,10.0 MI,No data.,3.45 MPH,10.24 MPH,No data.
2019-06-13,62.1 F,73.5 F,93.9 F,29.87 IN,52.9 F,0.00 IN,10.0 MI,No data.,4.37 MPH,8.06 MPH,No data.
2019-06-14,57.0 F,63.0 F,80.1 F,30.03 IN,49.3 F,0.00 IN,10.0 MI,No data.,5.87 MPH,9.21 MPH,No data.
2019-06-15,54.0 F,62.0 F,73.9 F,30.07 IN,50.1 F,0.00 IN,9.5 MI,No data.,2.99 MPH,6.90 MPH,No data.
2019-06-16,54.0 F,65.1 F,75.9 F,30.04 IN,50.5 F,0.00 IN,10.0 MI,No data.,3.91 MPH,5.87 MPH,No data.
2019-06-17,55.9 F,65.5 F,77.0 F,30.08 IN,52.6 F,0.00 IN,10.0 MI,No data.,3.22 MPH,6.90 MPH,No data.
2019-06-18,55.9 F,64.2 F,75.9 F,30.17 IN,53.6 F,0.00 IN,8.7 MI,No data.,4.14 MPH,8.06 MPH,No data.
2019-06-19,55.0 F,60.2 F,70.0 F,30.18 IN,47.3 F,0.00 IN,10.0 MI,No data.,6.67 MPH,10.24 MPH,19.68 MPH
2019-06-20,50.0 F,57.7 F,70.0 F,30.10 IN,45.9 F,0.00 IN,9.5 MI,No data.,4.95 MPH,8.06 MPH,No data.
2019-06-21,50.0 F,61.1 F,72.0 F,30.12 IN,45.3 F,0.00 IN,10.0 MI,No data.,7.60 MPH,13.81 MPH,21.86 MPH
2019-06-22,55.0 F,60.3 F,72.0 F,30.21 IN,48.5 F,0.00 IN,10.0 MI,No data.,6.90 MPH,11.39 MPH,17.26 MPH
2019-06-23,54.0 F,60.1 F,66.9 F,30.17 IN,49.7 F,0.00 IN,8.9 MI,No data.,4.95 MPH,9.21 MPH,No data.
2019-06-24,53.1 F,58.5 F,70.0 F,30.09 IN,47.8 F,0.00 IN,9.5 MI,No data.,3.91 MPH,9.21 MPH,No data.
2019-06-25,52.0 F,62.3 F,75.0 F,29.90 IN,45.4 F,0.00 IN,10.0 MI,No data.,2.99 MPH,6.90 MPH,No data.
2019-06-26,52.0 F,63.5 F,75.0 F,29.88 IN,48.7 F,0.00 IN,10.0 MI,No data.,4.95 MPH,9.21 MPH,No data.
2019-06-27,54.0 F,62.8 F,72.0 F,29.96 IN,49.0 F,0.00 IN,9.9 MI,No data.,6.90 MPH,11.39 MPH,23.02 MPH
2019-06-28,55.9 F,63.0 F,73.9 F,30.11 IN,48.3 F,0.00 IN,10.0 MI,No data.,7.02 MPH,10.24 MPH,No data.
2019-06-29,55.9 F,65.2 F,77.0 F,30.13 IN,47.3 F,0.00 IN,10.0 MI,No data.,2.99 MPH,10.24 MPH,No data.
2019-06-30,55.9 F,67.7 F,80.1 F,30.12 IN,46.7 F,0.00 IN,10.0 MI,No data.,4.83 MPH,13.81 MPH,No data.
2019-07-01,57.0 F,71.0 F,82.0 F,30.05 IN,47.6 F,0.00 IN,10.0 MI,No data.,2.76 MPH,10.24 MPH,No data.
2019-07-02,57.9 F,62.9 F,82.0 F,30.07 IN,50.7 F,0.00 IN,9.1 MI,No data.,7.48 MPH,11.39 MPH,No data.
2019-07-03,57.9 F,60.2 F,70.0 F,30.07 IN,54.7 F,0.28 IN,9.1 MI,No data.,3.22 MPH,5.87 MPH,No data.
2019-07-04,55.9 F,63.9 F,75.0 F,30.05 IN,53.1 F,0.00 IN,10.0 MI,No data.,2.42 MPH,6.90 MPH,No data.
2019-07-05,55.9 F,63.7 F,75.0 F,30.06 IN,52.9 F,0.00 IN,9.6 MI,No data.,5.18 MPH,11.39 MPH,No data.
2019-07-06,57.9 F,64.5 F,73.0 F,30.10 IN,50.2 F,0.00 IN,10.0 MI,No data.,4.83 MPH,13.81 MPH,No data.
2019-07-07,59.0 F,64.6 F,73.0 F,30.04 IN,50.8 F,0.00 IN,10.0 MI,No data.,5.29 MPH,10.24 MPH,17.26 MPH
2019-07-08,57.9 F,63.4 F,75.0 F,29.99 IN,54.7 F,0.01 IN,7.8 MI,No data.,2.99 MPH,8.06 MPH,No data.
2019-07-09,57.9 F,68.3 F,75.9 F,29.97 IN,52.5 F,0.01 IN,10.0 MI,No data.,1.84 MPH,6.90 MPH,No data.
2019-07-10,59.0 F,66.1 F,75.9 F,30.01 IN,60.1 F,0.13 IN,8.5 MI,No data.,3.80 MPH,8.06 MPH,No data.
2019-07-11,62.1 F,66.8 F,73.9 F,30.11 IN,58.2 F,0.10 IN,9.7 MI,No data.,4.37 MPH,6.90 MPH,No data.
2019-07-12,61.0 F,69.1 F,79.0 F,30.06 IN,54.1 F,0.00 IN,10.0 MI,No data.,3.11 MPH,6.90 MPH,No data.
2019-07-13,61.0 F,70.2 F,80.1 F,30.00 IN,53.3 F,0.00 IN,10.0 MI,No data.,4.03 MPH,9.21 MPH,No data.
2019-07-14,60.1 F,69.3 F,80.1 F,30.05 IN,53.1 F,0.00 IN,10.0 MI,No data.,3.45 MPH,9.21 MPH,No data.
2019-07-15,60.1 F,68.2 F,80.1 F,30.06 IN,53.9 F,0.00 IN,10.0 MI,No data.,3.91 MPH,8.06 MPH,No data.
2019-07-16,63.0 F,69.0 F,80.1 F,30.02 IN,56.2 F,0.04 IN,10.0 MI,No data.,2.99 MPH,6.90 MPH,No data.
2019-07-17,62.1 F,67.4 F,80.1 F,29.91 IN,55.1 F,0.00 IN,9.2 MI,No data.,9.21 MPH,14.96 MPH,23.02 MPH
2019-07-18,57.2 F,63.9 F,73.9 F,29.98 IN,53.9 F,0.03 IN,9.5 MI,No data.,6.67 MPH,11.39 MPH,23.02 MPH
2019-07-19,57.0 F,61.8 F,73.9 F,30.10 IN,49.9 F,0.03 IN,9.8 MI,No data.,4.49 MPH,10.24 MPH,No data.
2019-07-20,55.0 F,65.6 F,79.0 F,30.10 IN,46.5 F,0.00 IN,10.0 MI,No data.,4.72 MPH,11.39 MPH,No data.
2019-07-21,55.0 F,71.2 F,89.1 F,29.98 IN,48.2 F,0.00 IN,10.0 MI,No data.,3.80 MPH,9.21 MPH,No data.
2019-07-22,57.9 F,71.6 F,89.1 F,29.98 IN,47.2 F,0.00 IN,10.0 MI,No data.,4.37 MPH,8.06 MPH,No data.
2019-07-23,57.9 F,68.0 F,82.9 F,30.07 IN,54.6 F,0.00 IN,10.0 MI,No data.,4.37 MPH,9.21 MPH,No data.
2019-07-24,60.1 F,66.2 F,77.0 F,30.21 IN,50.4 F,0.00 IN,10.0 MI,No data.,6.33 MPH,10.24 MPH,No data.
2019-07-25,59.0 F,69.8 F,82.9 F,30.16 IN,47.8 F,0.00 IN,10.0 MI,No data.,4.37 MPH,10.24 MPH,18.30 MPH
2019-07-26,59.0 F,73.3 F,88.0 F,30.04 IN,49.0 F,0.00 IN,10.0 MI,No data.,3.68 MPH,10.24 MPH,No data.
2019-07-27,62.1 F,70.0 F,88.0 F,30.15 IN,55.4 F,0.00 IN,10.0 MI,No data.,7.83 MPH,12.77 MPH,20.83 MPH
2019-07-28,59.0 F,68.1 F,78.1 F,30.21 IN,51.8 F,0.00 IN,10.0 MI,No data.,4.37 MPH,11.39 MPH,17.26 MPH
2019-07-29,57.9 F,70.1 F,82.0 F,30.04 IN,51.1 F,0.00 IN,10.0 MI,No data.,3.34 MPH,9.21 MPH,17.26 MPH
2019-07-30,57.9 F,66.6 F,82.0 F,30.01 IN,50.8 F,0.00 IN,10.0 MI,No data.,5.64 MPH,8.06 MPH,No data.
2019-07-31,57.9 F,69.8 F,82.9 F,30.01 IN,51.2 F,0.00 IN,10.0 MI,No data.,2.88 MPH,6.90 MPH,No data.
